Unnamed: 0,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,GameDuration
66,4513591449,0,19,2,0,4,5,2,0,0,0,0,15180,7.0,17773,210,52,-1705,-1839,21.0,1518.0,11,4,1,5,4,1,0,0,0,0,16885,7.2,19612,227,62,1705,1839,22.7,1688.5,24.0
67,4471416203,0,32,4,1,7,8,8,1,1,0,0,16179,6.8,16814,212,46,105,-1547,21.2,1617.9,24,5,0,8,7,5,1,0,1,0,16074,7.0,18361,200,42,-105,1547,20.0,1607.4,23.0
68,4521227315,1,14,0,0,3,5,3,0,0,0,0,16026,7.0,18490,233,57,-554,521,23.3,1602.6,11,1,1,5,3,6,1,1,0,0,16580,6.8,17969,234,44,554,-521,23.4,1658.0,22.0
69,4424144387,0,19,5,1,4,5,4,0,0,0,0,14850,6.8,17145,198,53,-1037,-1577,19.8,1485.0,18,4,0,5,4,5,1,1,0,0,15887,7.0,18722,241,44,1037,1577,24.1,1588.7,15.0
70,4517806218,0,16,2,1,9,8,7,1,0,1,0,17347,7.0,18573,202,62,-1144,480,20.2,1734.7,13,5,0,8,9,11,1,1,0,1,18491,7.0,18093,199,45,1144,-480,19.9,1849.1,37.0
71,4479974478,1,36,0,1,5,4,6,0,0,0,0,15887,6.8,17591,200,32,1173,953,20.0,1588.7,12,1,0,4,5,3,1,1,0,0,14714,6.6,16638,186,63,-1173,-953,18.6,1471.4,29.0
72,4423018162,0,18,2,1,8,2,11,0,0,0,0,17399,7.0,19449,232,44,3194,2534,23.2,1739.9,13,3,0,2,8,2,1,1,0,0,14205,6.6,16915,208,51,-3194,-2534,20.8,1420.5,31.0
73,4518401885,0,13,3,1,2,7,1,1,1,0,0,13828,6.6,16629,204,38,-2622,-1136,20.4,1382.8,12,0,0,7,2,7,0,0,0,0,16450,6.8,17765,192,36,2622,1136,19.2,1645.0,28.0
74,4525208730,1,15,3,1,6,4,4,1,1,0,0,16645,7.2,19110,242,52,1151,470,24.2,1664.5,15,2,0,4,6,3,1,0,1,0,15494,7.0,18640,205,50,-1151,-470,20.5,1549.4,25.0
75,4512774492,1,50,4,1,6,4,8,2,1,1,0,16248,6.8,17200,200,52,1463,1490,20.0,1624.8,48,2,0,4,6,8,0,0,0,0,14785,6.6,15710,169,52,-1463,-1490,16.9,1478.5,45.0
76,4522772001,0,14,2,0,4,6,1,0,0,0,0,15310,7.0,18337,221,52,-1038,-1307,22.1,1531.0,15,2,1,6,4,5,2,1,1,0,16348,7.2,19644,226,66,1038,1307,22.6,1634.8,35.0
77,4464439713,1,17,2,1,8,4,7,1,0,1,0,16784,6.6,17242,212,40,1424,1060,21.2,1678.4,13,4,0,4,8,5,0,0,0,0,15360,6.4,16182,180,61,-1424,-1060,18.0,1536.0,29.0
78,4479823004,1,18,1,0,13,9,18,1,1,0,0,19032,7.4,18951,232,44,527,721,23.2,1903.2,12,4,1,9,13,5,0,0,0,0,18505,7.0,18230,216,63,-527,-721,21.6,1850.5,23.0
79,4507330276,0,17,5,0,7,6,12,0,0,0,0,17518,7.2,18342,242,46,1807,932,24.2,1751.8,52,4,1,6,7,9,2,1,1,0,15711,6.8,17410,198,60,-1807,-932,19.8,1571.1,38.0
80,4447392049,0,43,6,1,11,4,12,1,0,1,0,18976,7.4,20326,256,43,2856,1262,25.6,1897.6,16,0,0,4,11,6,1,1,0,0,16120,7.2,19064,210,72,-2856,-1262,21.0,1612.0,34.0
81,4521089901,0,12,1,0,6,6,10,1,1,0,0,16143,6.6,16617,204,56,-964,-2454,20.4,1614.3,13,1,1,6,6,3,1,0,1,0,17107,7.0,19071,241,56,964,2454,24.1,1710.7,27.0
82,4427944005,0,20,2,0,7,8,6,1,0,1,0,15868,7.0,17111,199,51,-178,524,19.9,1586.8,42,7,1,8,7,6,1,1,0,0,16046,6.8,16587,178,47,178,-524,17.8,1604.6,25.0
83,4509784380,1,18,3,0,9,8,7,1,1,0,0,17977,7.0,18162,235,41,705,192,23.5,1797.7,16,0,1,8,9,8,0,0,0,0,17272,7.0,17970,207,44,-705,-192,20.7,1727.2,35.0
84,4524411421,1,16,0,0,10,10,14,1,1,0,0,18138,7.0,18159,208,55,908,306,20.8,1813.8,15,1,1,10,10,16,0,0,0,0,17230,7.0,17853,210,44,-908,-306,21.0,1723.0,25.0
85,4519898107,1,14,2,0,7,2,12,2,1,1,0,18025,7.2,19864,261,68,3558,3243,26.1,1802.5,25,0,1,2,7,3,0,0,0,0,14467,6.8,16621,220,56,-3558,-3243,22.0,1446.7,22.0
86,4517633575,0,12,6,0,1,6,0,0,0,0,0,14625,6.8,17769,241,56,-1299,-49,24.1,1462.5,53,1,1,6,1,3,1,1,0,0,15924,7.0,17818,218,47,1299,49,21.8,1592.4,33.0
87,4521948875,1,16,4,0,5,8,7,1,1,0,0,15752,6.6,17113,201,48,-1763,-1864,20.1,1575.2,19,2,1,8,5,6,0,0,0,0,17515,7.2,18977,248,40,1763,1864,24.8,1751.5,35.0
88,4509102299,1,15,0,0,10,4,12,0,0,0,0,18480,7.4,19565,232,64,2547,2189,23.2,1848.0,12,1,1,4,10,4,0,0,0,0,15933,6.6,17376,247,41,-2547,-2189,24.7,1593.3,26.0
89,4525041896,0,13,3,0,3,10,2,1,1,0,0,14995,6.6,16206,210,53,-3685,-3119,21.0,1499.5,20,3,1,10,3,13,1,0,1,0,18680,7.4,19325,200,67,3685,3119,20.0,1868.0,21.0
90,4515706467,0,83,13,1,7,11,3,0,0,0,0,15655,6.4,15827,194,25,-3689,-4682,19.4,1565.5,35,2,0,11,7,7,1,1,0,0,19344,7.2,20509,216,59,3689,4682,21.6,1934.4,27.0
91,4476006621,0,17,4,1,3,5,2,0,0,0,0,15562,7.2,18590,236,73,-764,803,23.6,1556.2,33,4,0,5,3,6,2,1,1,0,16326,6.8,17787,233,46,764,-803,23.3,1632.6,32.0
92,4499940691,1,16,3,1,9,2,5,0,0,0,0,17139,7.2,19137,223,51,3037,2694,22.3,1713.9,14,2,0,2,9,2,1,1,0,0,14102,6.6,16443,213,41,-3037,-2694,21.3,1410.2,24.0
93,4426644547,1,14,4,1,7,7,6,0,0,0,1,19229,7.2,18820,257,62,3545,2162,25.7,1922.9,19,3,0,7,7,10,1,1,0,0,15684,6.6,16658,145,36,-3545,-2162,14.5,1568.4,27.0
94,4525072812,0,14,2,0,7,7,10,1,1,0,0,16972,7.2,19060,209,48,-1031,-394,20.9,1697.2,16,4,1,7,7,7,0,0,0,0,18003,7.4,19454,255,60,1031,394,25.5,1800.3,21.0
95,4524217548,0,17,1,0,5,10,6,0,0,0,0,16249,7.0,18383,213,59,-1796,-749,21.3,1624.9,16,2,1,10,5,15,1,1,0,0,18045,7.0,19132,214,44,1796,749,21.4,1804.5,16.0
96,4499622849,1,16,6,1,5,4,9,0,0,0,0,16415,6.8,17645,247,37,1626,747,24.7,1641.5,17,2,0,4,5,5,1,1,0,0,14789,7.0,16898,203,51,-1626,-747,20.3,1478.9,24.0
97,4499844894,1,40,1,0,6,8,10,1,0,1,0,18012,7.2,19837,250,70,832,1330,25.0,1801.2,12,1,1,8,6,11,1,1,0,0,17180,7.0,18507,186,48,-832,-1330,18.6,1718.0,33.0
98,4460534353,1,16,0,0,11,6,11,2,1,1,0,19294,7.4,20668,242,52,2750,2647,24.2,1929.4,14,2,1,6,11,9,0,0,0,0,16544,7.0,18021,203,52,-2750,-2647,20.3,1654.4,21.0
99,4495269641,0,16,1,0,5,8,4,1,0,1,0,15383,6.8,17243,227,28,-1524,-827,22.7,1538.3,11,3,1,8,5,11,0,0,0,0,16907,7.0,18070,186,39,1524,827,18.6,1690.7,22.0
396,4491767708,0,14,7,0,3,8,3,0,0,0,0,15160,7.0,17505,217,52,-2174,-1268,21.7,1516.0,13,3,1,8,3,12,2,1,1,0,17334,7.2,18773,227,64,2174,1268,22.7,1733.4,22.0
397,4513381950,1,15,11,1,4,1,2,1,1,0,0,15304,7.0,18188,228,48,1093,720,22.8,1530.4,46,1,0,1,4,1,0,0,0,0,14211,6.8,17468,215,56,-1093,-720,21.5,1421.1,20.0
398,4520706889,1,15,5,0,11,10,8,0,0,0,0,17503,6.8,17699,192,52,-215,-438,19.2,1750.3,52,4,1,10,11,13,0,0,0,0,17718,7.0,18137,210,42,215,438,21.0,1771.8,28.0
399,4510979839,1,16,2,1,7,6,10,1,0,1,0,16468,6.4,15869,226,33,635,-1157,22.6,1646.8,51,3,0,6,7,6,1,1,0,0,15833,6.8,17026,228,54,-635,1157,22.8,1583.3,28.0
400,4497747862,1,17,3,0,10,10,10,0,0,0,0,19035,7.2,18221,219,38,120,1209,21.9,1903.5,13,1,1,10,10,10,1,0,1,1,18915,6.6,17012,208,31,-120,-1209,20.8,1891.5,22.0
401,4499933829,1,19,4,0,10,9,11,1,1,0,0,18413,7.2,18554,219,60,194,661,21.9,1841.3,13,2,1,9,10,12,0,0,0,0,18219,6.8,17893,230,36,-194,-661,23.0,1821.9,27.0
402,4444218395,1,15,3,1,9,2,21,1,1,0,0,18470,7.2,18925,263,51,3581,1578,26.3,1847.0,17,1,0,2,9,1,0,0,0,0,14889,6.8,17347,238,52,-3581,-1578,23.8,1488.9,25.0
403,4524806566,0,15,2,0,6,13,9,0,0,0,0,16291,6.6,16699,191,38,-3622,-2561,19.1,1629.1,146,2,1,13,6,12,0,0,0,0,19913,7.0,19260,223,39,3622,2561,22.3,1991.3,25.0
404,4462632051,1,48,4,1,6,6,9,1,1,0,0,16301,6.8,17430,210,51,-303,312,21.0,1630.1,19,6,0,6,6,11,1,0,1,0,16604,6.8,17118,210,59,303,-312,21.0,1660.4,26.0
405,4522260081,0,14,1,0,9,8,7,1,1,0,0,17183,7.0,18225,196,60,-1295,-305,19.6,1718.3,18,1,1,8,9,10,0,0,0,0,18478,7.0,18530,247,56,1295,305,24.7,1847.8,23.0
406,4455390955,0,39,1,0,1,5,1,0,0,0,0,13361,6.8,16819,174,48,-3006,-1880,17.4,1336.1,15,0,1,5,1,4,2,1,1,0,16367,7.0,18699,219,48,3006,1880,21.9,1636.7,36.0
407,4517939505,1,38,5,1,2,1,4,1,0,1,0,14807,6.8,17246,214,56,1090,371,21.4,1480.7,16,2,0,1,2,1,1,1,0,0,13717,6.6,16875,197,52,-1090,-371,19.7,1371.7,25.0
408,4524528416,1,14,3,0,4,3,1,1,1,0,0,15195,7.0,18358,217,70,324,1794,21.7,1519.5,16,1,1,3,4,2,0,0,0,0,14871,6.4,16564,228,35,-324,-1794,22.8,1487.1,19.0
409,4525067296,1,12,0,1,3,7,2,0,0,0,0,14788,6.6,17345,215,48,-2025,-2448,21.5,1478.8,17,3,0,7,3,6,1,1,0,0,16813,7.2,19793,233,65,2025,2448,23.3,1681.3,33.0
410,4454069388,0,41,4,1,7,8,8,0,0,0,0,16604,6.6,17328,203,47,-416,-907,20.3,1660.4,17,6,0,8,7,11,1,1,0,0,17020,7.0,18235,201,55,416,907,20.1,1702.0,26.0
411,4503433498,0,12,15,1,4,4,2,1,0,1,0,15661,7.2,18861,232,51,62,1154,23.2,1566.1,40,1,0,4,4,5,1,1,0,0,15599,6.8,17707,202,66,-62,-1154,20.2,1559.9,37.0
412,4510734919,0,16,4,1,5,7,3,0,0,0,0,16259,6.6,17235,221,64,-67,-1341,22.1,1625.9,36,6,0,7,5,12,1,1,0,0,16326,7.2,18576,200,44,67,1341,20.0,1632.6,33.0
413,4464447310,1,20,3,0,11,4,13,1,1,0,0,19716,7.2,19989,234,52,5163,3968,23.4,1971.6,15,0,1,4,11,4,0,0,0,0,14553,6.4,16021,182,51,-5163,-3968,18.2,1455.3,23.0
414,4429977573,1,16,5,1,11,5,18,1,1,0,0,18612,7.2,19203,227,45,2728,1957,22.7,1861.2,14,1,0,5,11,6,0,0,0,0,15884,7.0,17246,225,48,-2728,-1957,22.5,1588.4,21.0
